Never buy anything mentioned Whirlpool coz after sales service is pathatic from the brand. I will never prefer or recommend Whirlpool products in future. Flipkart delivery was fast had no issues.
,0.0,0.129,0.871,-0.5122
Very nice product and demo given on my desire date for my convenience. Great oven at this prise. Thank u Flipkart for great deal and services.
,0.44,0.0,0.56,0.9476
Magnificent, awesome enchanted great product, time of delivery and demo, installation also good ,I appreciate flipcart and whirlpools and all of thanks
,0.607,0.0,0.393,0.9726
Very good product and best for small family and price was matchless to get the oven at that price. Thanks Flipkart.
,0.364,0.0,0.636,0.8832
It is a awesome product I am very happy with that flipcart really does a great job thankyou flipcart it is terrific and I love to shop from flipcart
,0.452,0.0,0.548,0.9672
Hi allI am happy to buy this product.this is very good service to Flipkart but I am not happy to demo on this product. I have first time experience in Whirlpool and I am happy. Very good oven in this price.Thanks
,0.256,0.074,0.669,0.8686
Nice product! Happy with the purchase. Easy to use and very handy.However, the utensils promised is missing. Cooking, specially quickly boiling potatoes and making rice is quite time saving and effective. Overall a happy and satisfied customer 😊
,0.448,0.035,0.516,0.9766
-ve*Product lack grill attachment+++ Experienced first time from flipkart"Delivery guy asking for TIPS"+++
,0.142,0.148,0.71,-0.0258
Good convection microwave at low price. Nice product. Good demonstration by whirlpool.
,0.524,0.11,0.366,0.7845
Very nice product
,0.607,0.0,0.393,0.4754
Best Product On this Range Segment
,0.457,0.0,0.543,0.6369
Product is amazing...Best buy
,0.0,0.0,1.0,0.0
Good
,1.0,0.0,0.0,0.4404
It is good I want to give it 4.5 stars but it can't happen good product go for it✌👍👍
,0.235,0.099,0.666,0.5091
Very nice product with affordable price !!
,0.38,0.0,0.62,0.5686
Good
,1.0,0.0,0.0,0.4404
Very good product,delivery in time thanks flipkart
,0.549,0.0,0.451,0.7264
Amazing...
,1.0,0.0,0.0,0.5859
Product is good upto now ,but packing by flipkart is bad atleast it dosent have cover at all
,0.086,0.209,0.705,-0.5859
Used this for about 1 year 4 months so far. Build is very cheap. Entire unit vibrates while in operation. Regreting my decision. Stay away from this if you don't want to waste ur money.
,0.064,0.033,0.903,0.2755
Very very nice product but flipkart delivery was too late
,0.195,0.0,0.805,0.2927
good product and good service
,0.659,0.0,0.341,0.7003
Very good product but delivery so late.
,0.259,0.0,0.741,0.2724
nice product
,0.737,0.0,0.263,0.4215
I love you so much thanks
,0.648,0.0,0.352,0.8115
Very good
,0.762,0.0,0.238,0.4927
delivered ok,,, when was installation & demo..
,0.0,0.0,1.0,0.0
Good !!Product seems good,need to check the performance.Worst experience with Flipkart:-Didn't not expect this from Flipkart whatever  mentioned in the prdoucut description should be delivered but my order is Missing kit and grill rack. if you call to Flipkart they do apologize and as a takoen of apologize they are refunding of 700 for the missing items.
,0.081,0.098,0.821,-0.465
Good product, worth buying. Used for few days, it was good.
,0.49,0.0,0.51,0.7717
Accessories not of good quality
,0.0,0.376,0.624,-0.3412
Good
,1.0,0.0,0.0,0.4404
worst purchase ever
,0.0,0.672,0.328,-0.6249
Nice product n worth of money...
,0.54,0.0,0.46,0.5719
Excellent product
,0.787,0.0,0.213,0.5719
Very happy with the product
,0.5,0.0,0.5,0.6115
I am very happy for the delivery, I couldn't install as the  plug is not fit I request you to provide me the number of the person who will show demo
,0.15,0.06,0.791,0.491
Missing starter kit
,0.0,0.524,0.476,-0.296
product is very good but they are not giving bowl as they shown on the picture
,0.112,0.137,0.751,-0.1173
Good product
,0.744,0.0,0.256,0.4404
Product is good only delivery had problem
,0.274,0.255,0.472,0.0516
Product arrived at right time
,0.0,0.0,1.0,0.0
great product ....wosam
,0.672,0.0,0.328,0.6249
Nice product with budget and looking so gud no grill attachment that only negative otherwise gud product
,0.117,0.338,0.545,-0.6447
good product surely buy it !!!
,0.625,0.0,0.375,0.7701
Its O  K......
,0.0,0.0,1.0,0.0
Nice product
,0.737,0.0,0.263,0.4215
Good product
,0.744,0.0,0.256,0.4404
Delivered on time, no delay in demo, got perfect one. Can be used only for heating ..
,0.274,0.0,0.726,0.687
Received a damage oven still  not received  the replacement .flipkart services 0 very very worst service be careful when you buy from flipkart
,0.054,0.267,0.679,-0.8059
The microwave oven is working nice. Also the delivery service was appreciable.
,0.203,0.0,0.797,0.4215
Hi can i know the reason why flipkart has cancelled the installation demo for this product I had purchased the product waiting for installation and demo can i know when can i expect this service.
,0.0,0.056,0.944,-0.25
After so much of followup and delay of delivery, i received the damaged piece. The person who came for demo, opened the pack and after could not close the door of the oven.
,0.0,0.144,0.856,-0.6369
I ordered on 9th mar and got delivered 11th mar by flipkart. Demo scheduled on 14th march but not completed yet. I got message from flipkart that demo completed on 14th and when i called to flipkart, they are scheduled for demo on 22nd march. By that time 10 day replacement period will complete so if any problem accrues we cant be able to replace the product since 10 days completed before demo scheduled. When I called to flipkart, there is no proper response and they always told that demo mig...
,0.0,0.07,0.93,-0.7747
Good
,1.0,0.0,0.0,0.4404
Loved it simply nice product prompt demo
,0.573,0.0,0.427,0.7717
Good quality Good performance value for money
,0.672,0.0,0.328,0.802
Superb!!!!?
,1.0,0.0,0.0,0.7405
Really very good
,0.634,0.0,0.366,0.5379
value for money. good product for normal usage and for a small family.                                                             .
,0.306,0.0,0.694,0.6486
Don't buy any product from Filpkart as they don't provide return of your hard earned money if there is any issue with the product, keeping this in mind the seller like ( OmniTechRetail ) will send you a defective product intentionally and if we give any complaint to Flipkart they will arrange a technician and ask you to repair the new product and use it.( Flipkart is not bothered to check the product before deliver ) The technician will tell you to wait for 15 days to rectify the product if a...
,0.046,0.066,0.888,-0.2589
Insatiom service not done yet. Very disappointed with the service.
,0.0,0.274,0.726,-0.5256
Very poor service by Whirlpool.... They refused to provide service saying the product is stopped from production and suggested to visit local technician for any repair.... No issues from Flipkart...But Flipkart should refrain from selling such products where companies are unable to provide after sales services...
,0.0,0.188,0.812,-0.8268
Nice product. Worth for money.....
,0.61,0.0,0.39,0.5719
Very nice product!
,0.629,0.0,0.371,0.5244
Ok good product
,0.836,0.0,0.164,0.6249
Good
,1.0,0.0,0.0,0.4404
It's a superb stuff at low price JUST GO FOR IT 👍
,0.238,0.122,0.64,0.4588
Very nice product I am just loving this
,0.538,0.0,0.462,0.7902
Got good discount and also awesome packaging  with fast delivery.Guess what i ordered the item on app while eating the breakfast in few clicks.
,0.241,0.0,0.759,0.7906
Good
,1.0,0.0,0.0,0.4404
It's a very good product best product and service by flipkart
,0.46,0.0,0.54,0.8251
Nice product ..delivery on times
,0.412,0.0,0.588,0.4215
Good product with reasonable price..
,0.42,0.0,0.58,0.4404
